source,reference,MarianMT_hyp,MarianMT_bleu,NLLB_hyp,NLLB_bleu,mBART-50_hyp,mBART-50_bleu,GoogleTranslate_hyp,GoogleTranslate_bleu,avg_bleu,src_len,len_bucket
"Nevada is among several states now scrambling to find affordable technology that would allow the state to keep track of how many miles a car is being driven, but not exactly where and at what time.","नेवाडा उन बहुत से राज्यों में से है, जो वहनीय प्रौद्योगिकी प्राप्त करने के लिए हरसंभव प्रयास कर रहा है, जिसकी सहायता से राज्य इस बात का विवरण प्राप्त कर सके कि कार कितने मील प्रतिदिन चल रही है, लेकिन यह नहीं कि वह कहां और किस समय चल रही है।",नवाडा अब बहुत - से देशों में है ।,0.056683933582636355,"नेवादा कई राज्यों में से एक है जो अब सस्ती तकनीक खोजने के लिए संघर्ष कर रहे हैं जो राज्य को यह ट्रैक रखने की अनुमति देगी कि कार कितनी मील की ड्राइविंग कर रही है, लेकिन ठीक से नहीं कि कहाँ और किस समय।",35.89710366605547,"नेवाडा कई राज्यों में है जो अब वहनीय प्रौद्योगिकी ढूंढने के लिए प्रयास कर रहे हैं जो राज्य को एक कार को कितनी मीलों पर चलाया जा रहा है, लेकिन सही रूप से कहाँ और कब चलाया जा रहा है, उसका पता रखने की अनुमति देगा।",41.65673008285242,"नेवादा उन कई राज्यों में से एक है जो अब सस्ती तकनीक खोजने के लिए संघर्ष कर रहा है जो राज्य को यह ट्रैक करने की अनुमति देगा कि एक कार कितने मील चलाई जा रही है, लेकिन यह नहीं कि वास्तव में कहाँ और किस समय।",41.12411061808673,29.683657075144314,36,35+
But this went way beyond the ordinary confines of a lawyer-client relationship.,लेकिन वह वकील-क्लाइंट सम्बन्ध की अपनी सीमा से कहीं आगे निकल गया।,लेकिन यह एक वकील-ह्वा संबंध के साधारण कवर के पार चला गया.,20.211226578827425,लेकिन यह वकील-ग्राहक संबंध की सामान्य सीमाओं से बहुत आगे चला गया।,32.20309932592966,लेकिन यह वकील-client के संबंध के सामान्य सीमाओं से परे चला गया।,29.227480177177892,लेकिन यह वकील-ग्राहक संबंध की सामान्य सीमा से कहीं आगे निकल गया।,59.849386884308686,35.372798241560915,12,11-20
The third and final match of the series will be played on Sunday at Fatullah.,सीरीज का तीसरा और अंतिम मैच रविवार को फातुल्लाह में खेला जाएगा।,रविवार को फ़ुला में श्रृंखला का तीसरा और आखिरी जोड़ खेला जाएगा.,53.34596453364893,श्रृंखला का तीसरा और अंतिम मैच रविवार को फतूलल्लाह में खेला जाएगा।,77.81060076049958,इस श्रृंखला का तीसरा और अंतिम मैच रविवार को फतूलह में खेला जाएगा।,75.16767585133302,सीरीज का तीसरा और आखिरी मैच रविवार को फतुल्लाह में खेला जाएगा।,82.40376495709825,72.18200152564495,15,11-20
The hunt for that technology has led some state agencies to a small California startup called True Mileage.,इस प्रौद्योगिकी की तलाश ने कुछ राज्य एजेन्सियों को ट्रू माइलेज नामक छोटे कैलीफोर्निया स्टार्ट-अप के पास पहुंचाया।,"इस तकनीक के शिकार ने कुछ राज्य एजेन्सियाँ एक छोटे से कैलिफोर्निया की ओर ले गयी हैं, जिसे सच्चा मीलोम कहा जाता है ।",39.15316435420063,उस तकनीक के लिए शिकार ने कुछ राज्य एजेंसियों को True Mileage नामक एक छोटे से कैलिफोर्निया स्टार्टअप के लिए प्रेरित किया है।,45.90780617801712,इस प्रौद्योगिकी के लिए खोज ने कुछ राज्य एजेंसियों को एक छोटे कैलिफोर्निया के स्टार्टअप True Mileage के लिए प्रेरित किया है।,52.69862701804997,उस तकनीक की खोज ने कुछ राज्य एजेंसियों को ट्रू माइलेज नामक कैलिफ़ोर्निया के एक छोटे स्टार्टअप तक पहुँचाया है।,56.972554713942166,48.68303806605247,18,11-20
In letters written to the senators all these companies have said that the senators' proposal to restrict the NSA's large scale phone tapping is welcomed by them.,सीनेटरों को लिखे पत्र में इन कंपनियों ने कहा है कि एनएसए के बड़े पैमाने पर फोन रिकार्ड करने पर अंकुश लगाने वाले सांसदों के इस प्रस्ताव का हम स्वागत करते हैं।,इन सभी कंपनियों को लिखे पत्रों में कहा गया है कि NASA के बड़े पैमाने पर फोन की जाँच पर रोक लगाने का प्रस्ताव उनके द्वारा ग्रहण किया जाता है।,46.017206954027756,सीनेटरों को लिखे गए पत्रों में इन सभी कंपनियों ने कहा है कि एनएसए के बड़े पैमाने पर फोन टैपिंग को प्रतिबंधित करने के लिए सीनेटरों के प्रस्ताव का उनका स्वागत है।,62.680200781842956,सेनेटरों को लिखे गए पत्रों में इन सभी कंपनियों ने कहा है कि एनएसए के बड़े पैमाने पर टेलीफोन टेपिंग को प्रतिबंधित करने के सेनेटरों का प्रस्ताव उनके द्वारा स्वागत किया जाता है.,54.56331146183014,इन सभी कंपनियों ने सीनेटरों को लिखे पत्र में कहा है कि एनएसए के बड़े पैमाने पर फोन टैपिंग पर रोक लगाने के सीनेटरों के प्रस्ताव का वे स्वागत करते हैं।,70.14844419025955,58.3522908469901,27,21-35
"Then, changing the subject, Bansal told the reporters that in the last parliamentary elections the BJP had sent a women after him and conspired to lodge a complaint against him, but that they had failed.",इसके बाद मामले को दूसरी तरफ मोड़ते हुए बंसल ने पत्रकारों से कहा कि भाजपा ने पिछले संसदीय चुनाव के दौरान उनके पीछे एक औरत को लगा कर शिकायत करवाने की साजिश रची थी जो कामयाब नहीं हो पाई।,"उसके बाद, बJP चुनावों में आरोपियों ने पत्रकारों को बताया कि आखिरी फैसला करने के बाद बJP ने एक स्त्रियों को भेजा था और उसके खिलाफ शिकायत दर्ज करने की साज़िश रची थी, लेकिन वे असफल रहे थे।",32.82772122065906,"इसके बाद विषय बदलते हुए बंसल ने संवाददाताओं से कहा कि पिछले संसदीय चुनावों में भाजपा ने उनके पीछे एक महिला को भेजा था और उनके खिलाफ शिकायत दर्ज कराने की साजिश की थी, लेकिन वे असफल रहे थे।",50.061566590753145,"इसके बाद, विषय को बदलते हुए, बानसल ने reporters को बताया कि पिछले संसदीय चुनावों में भाजपा ने उसके पीछे एक महिला को भेजा था और उसने उसके खिलाफ शिकायत दर्ज करने के लिए षड्यंत्र किया था, लेकिन वे असफल रहे थे.",35.19650550851423,"फिर विषय बदलते हुए बंसल ने पत्रकारों से कहा कि पिछले संसदीय चुनाव में भाजपा ने उनके पीछे एक महिला को भेजा था और उनके खिलाफ शिकायत दर्ज कराने की साजिश रची थी, लेकिन वे असफल रहे।",56.73092592752644,43.70417981186322,35,21-35
Each of these weekend clinics provides a variety of medical care.,ये सभी सप्ताहांत क्लिनिक विभिन्न प्रकार की चिकित्सा सेवा प्रदान करते हैं।,इनमें से हर शनिवार - रविवार को इलाज के लिए अलग - अलग तरीके से इलाज किया जाता है ।,7.742033968273866,इन सप्ताहांत क्लीनिकों में से प्रत्येक विभिन्न प्रकार की चिकित्सा सेवाएं प्रदान करता है।,65.22609756072444,इन सप्ताहांत के क्लिनिकों में से प्रत्येक में विभिन्न प्रकार की चिकित्सा सेवाएं प्रदान की जाती हैं।,59.98389782049167,इनमें से प्रत्येक सप्ताहांत क्लिनिक विभिन्न प्रकार की चिकित्सा देखभाल प्रदान करता है।,67.2488060706995,50.05020885504737,11,11-20
"The cause of the blast was not known, he said.",उन्होंने कहा कि इस विस्फोट का कारण अभी ज्ञात नहीं है।,"तो फिर, उसने क्या किया?",4.506159465462205,उन्होंने कहा कि विस्फोट का कारण ज्ञात नहीं था।,73.36230683474734,उसने कहा कि विस्फोट का कारण नहीं ज्ञात है।,57.19290214442808,उन्होंने बताया कि विस्फोट का कारण पता नहीं चला है।,55.891856031293344,47.73830611898274,10,6-10
"The director of the Mall group made payments to all the financial institutions after deducting the TDS, but did not deposit it in the government treasury.","मॉल के ग्रुप संचालक ने टीडीएस काटकर संबंधित वित्तीय संस्थानों को भुगतान तो किया, लेकिन सरकारी खजाने में इसका भुगतान नहीं किया।",लेकिन सरकार के भंडार में इसे जमा नहीं किया गया ।,10.292719416893785,"मॉल समूह के निदेशक ने टीडीएस कटौती करने के बाद सभी वित्तीय संस्थानों को भुगतान किया, लेकिन इसे सरकारी खजाने में जमा नहीं किया।",62.80471953073873,"मॉल समूह के निदेशक ने टीडीएस को कटौती करने के बाद सभी वित्तीय संस्थाओं को भुगतान किया, लेकिन उसे सरकारी खजाने में जमा नहीं किया.",58.31552829712629,"मॉल समूह के निदेशक ने सभी वित्तीय संस्थानों को टीडीएस काटकर भुगतान किया, लेकिन इसे सरकारी खजाने में जमा नहीं किया।",61.58144757822737,48.24860370574655,26,21-35
The stop-and-frisk tactic has been criticized by a number of civil rights advocates.,विराम और क्रीड़ा युक्ति नागरिक अधिकारों अधिवक्ताओं के साथ आलोचना की गई है.,कई नागरिक अधिकारों के समर्थकों द्वारा रोक-साथ चाल की आलोचना की गई है।,48.16247063939323,कई नागरिक अधिकारों के समर्थकों द्वारा रोक-टोक की रणनीति की आलोचना की गई है।,47.33859836394326,इस रोक-और-फ्रीस्क रणनीति को अनेक नागरिक अधिकार समर्थकों ने आलोचना की है।,37.190883971232196,कई नागरिक अधिकार अधिवक्ताओं द्वारा रोको और तलाशी लेने की रणनीति की आलोचना की गई है।,50.726372303344554,45.85458131947831,13,11-20
Mitt Romney presented a confusing and unrefined alternative who could not seem to lock down his policies or his positions.,"मिट रोमनी ने एक भ्रमित करने वाला तथा एक अनिश्चित विकल्प प्रस्तुत किया, जो कि उनकी नीतियों अथवा उनके पद को निर्धारित करने जैसा नहीं प्रतीत होता था।","इस मामले में डॉ. रोमी रोमनी ने उलझन में पड़कर एक ऐसा विकल्प पेश किया, जो अपनी नीति या अपने पदों को क़ाबू में नहीं कर सकता था ।",28.66717520653288,मिट रोमनी ने एक भ्रमित और अपरिष्कृत विकल्प प्रस्तुत किया जो अपनी नीतियों या अपने पदों को बंद नहीं कर सकता था।,42.6352723180501,मिट रोम्नी ने एक असंदिग्ध और अपरिभाषित विकल्प प्रस्तुत किया जो अपनी नीतियों या अपनी स्थिति को बंद नहीं कर सकता था.,37.625493639648354,मिट रोमनी ने एक भ्रमित करने वाला और अपरिष्कृत विकल्प प्रस्तुत किया जो उनकी नीतियों या उनके पदों को बंद नहीं कर सका।,52.971058444958146,40.474749902297376,20,11-20
"In the United States, the average age is 12.5 years, down from 12.75 in 1970.","युनाइटेड स्टेट्स में, औसत आयु 12.5 वर्ष है, जो वर्ष 1970 में 12.75 थी।","अमरीका में, औसत उम्र १२.५ साल है, जो १९७० में १.५ साल से कम है ।",20.377861921229982,"संयुक्त राज्य अमेरिका में, औसत आयु 12.5 वर्ष है, जो 1970 में 12.75 वर्ष से कम है।",57.65033792055344,संयुक्त राज्य अमरीका में औसत आयु 12.5 वर्ष है जो 1970 में 12.75 वर्ष से कम है।,51.78984996423723,"संयुक्त राज्य अमेरिका में, औसत आयु 12.5 वर्ष है, जो 1970 में 12.75 से कम है।",57.8840403332771,46.92552253482444,15,11-20
"The Punjab, Haryana, Rajasthan and Uttarakhand are among the states where the sale of kerosene sale will be stopped.","जिन राज्यों में केरोसिन की बिक्री बंद होनी है उनमें पंजाब, हरियाणा, राजस्थान, उत्तराखंड शामिल हैं।","पीनाब, हरानाना, राजस्थान और उत्ख और उशाचों में से एक हैं जहाँ बिकना की बिक्री बंद हो जाएगी ।",41.25134969475496,"पंजाब, हरियाणा, राजस्थान और उत्तराखंड उन राज्यों में से हैं जहां केरोसीन की बिक्री बंद कर दी जाएगी।",67.8073730131205,"पंजाब, हरियाणा, राजस्थान और उत्तराखण्ड ऐसे राज्यों में हैं जहां केरोसीन की बिक्री बंद कर दी जाएगी।",63.78073372756645,"पंजाब, हरियाणा, राजस्थान और उत्तराखंड उन राज्यों में शामिल हैं जहां केरोसिन की बिक्री बंद कर दी जाएगी।",74.93766778481485,61.944281055064195,19,11-20
Every manufacturer schedules it in a different way.,हर निर्माता एक अलग तरीके से शेड्यूल बनाते हैं.,हर निर्माता इसे अलग तरीके से निर्धारित करता है.,50.00481181016243,प्रत्येक निर्माता इसे अलग तरीके से शेड्यूल करता है।,56.71437238324072,प्रत्येक निर्माता इसे अलग तरीके से अनुसूचित करता है।,40.849541901379304,प्रत्येक निर्माता इसे अलग-अलग तरीके से शेड्यूल करता है।,51.725334630483715,49.82351518131654,8,6-10
Gazprom's Alexei Miller says pipeline in Bulgaria starts new gas era,गैजप्रोम के एलेक्सी मिलर ने बुल्गारिया में पाइपलाइन को एक नये दौर की शुरूआत बताया,गाब्रोज्ज़्ज़ी Mari Marg है बल्गारिया में Mercuti Mercut है नया गैस का युग शुरू होता है,23.852251219694697,गैज़प्रॉम के एलेक्सी मिलर ने कहा कि बुल्गारिया में पाइपलाइन एक नए गैस युग की शुरुआत है,62.30148376047144,गॉस्पोर्म के एलेक्जेई मिलर का कहना है कि बुल्गारिया में पाइपलाइन से नई गैस युग शुरू हो गया है,47.521676748726996,गज़प्रॉम के एलेक्सी मिलर का कहना है कि बुल्गारिया में पाइपलाइन से नए गैस युग की शुरुआत होती है,54.359493459694896,47.00872629714701,11,11-20
"According to the information received, a resident named Habibullah Malla was walking towards Willow Nursery in Haritara Sopor on Thursday.","जानकारी के अनुसार, वीरवार को हरीतारा-सोपोर में हबीबुल्ला मल्ला नामक एक शहरी विलो नर्सरी की तरफ जा रहा था।","इस जानकारी के मुताबिक, हूब्ब्बाबाला नाम के निवासी, हर्मन सोर की ओर चल रहे थे ।",20.3829226669365,"प्राप्त जानकारी के अनुसार, हबीबुल्लाह मल्ला नामक एक निवासी गुरुवार को हरिटारा सोपोर में विलो नर्सरी की ओर चल रहा था।",64.45749093669622,"प्राप्त सूचनाओं के अनुसार, एक निवासी हबिबुलल्ला मल्ल Perşembe günü हरितारा सोपोर में वल्लों नर्सरी की ओर चल रहा था।",41.39067931638392,प्राप्त जानकारी के अनुसार हबीबुल्लाह मल्ला नामक निवासी गुरुवार को हरितारा सोपोर में विलो नर्सरी की ओर पैदल जा रहा था.,62.517315103760154,47.1871020059442,20,11-20
Pamela Anderson is the latest celebrity to shock fans with a dramatic new hairdo.,इन दिनों पामेला एंडरसन ही ऐसी सेलिब्रिटी हैं जिन्होंने नई नाटकीय हेयरस्टाइल के साथ अपने प्रशंसकों को झटका दिया है।,"इस बात को ध्यान में रखते हुए, आप क्या कर सकते हैं, यह जानने के लिए आप क्या कर सकते हैं?",5.17130664890332,पामेला एंडरसन एक नाटकीय नए हेयरड्रेस के साथ प्रशंसकों को चौंकाने वाली नवीनतम सेलिब्रिटी हैं।,47.1703208668093,पामेला एंडरसन एक नाटकीय नये बालों के साथ श्रोताओं को धकेलने के लिए नवीनतम प्रसिद्धि हैं।,28.932561919236147,पामेला एंडरसन एक नाटकीय नए हेयरस्टाइल के साथ प्रशंसकों को आश्चर्यचकित करने वाली नवीनतम सेलिब्रिटी हैं।,55.502962035534004,34.194287867620694,14,11-20
When the hotel employees protested the fight began.,होटल कर्मियों ने विरोध किया तो मारपीट शुरू कर दी।,जब होटल के कर्मचारी लड़ाई का विरोध करने लगे ।,30.31847974767278,जब होटल के कर्मचारियों ने विरोध किया तो लड़ाई शुरू हो गई।,54.786095866782304,जब होटल के कर्मचारियों ने विरोध किया तो लड़ाई शुरू हुई।,56.046369856299634,होटल कर्मियों ने विरोध किया तो मारपीट शुरू हो गयी.,85.39615583623383,56.63677532674714,8,6-10
"In the Government Medical College and Hospital (GMCH), Sector 32 ENT department head, Prof. Arjun Das of the National Academy of Medical Sciences New Delhi, has been selected for the fellowship.",गवर्नमेंट मेडिकल कालेज एवं अस्पताल (जीएमसीएच) सेक्टर 32 के ईएनटी विभाग के प्रमुख प्रो. अर्जुन दास को नेशनल एकेडमी ऑफ मेडिकल साइंसिस नई दिल्ली की फेलोशिप के लिए चुना गया है।,"सरकार चिकित्सा कॉलेज और अस्पताल (जीएमसीएच) में, चिकित्सा विज्ञान के राष्ट्रीय संस्थान के अध्यक्ष, सॆक्टर ३२ पार ।",18.720979824886705,"सरकारी मेडिकल कॉलेज और अस्पताल (जीएमसीएच) में सेक्टर 32 ईएनटी विभाग के प्रमुख, राष्ट्रीय चिकित्सा विज्ञान अकादमी नई दिल्ली के प्रोफेसर अर्जुन दास को फेलोशिप के लिए चुना गया है।",63.1275904413379,"सरकारी चिकित्सा कॉलेज और अस्पताल (जीएमसीएच) में, सेक्टर 32 एनटी डिपार्टमेंट प्रमुख, राष्ट्रीय चिकित्सा विज्ञान अकादमी नई दिल्ली के प्रोफेसर अर्जुनदास को छात्रवृत्ति के लिए चुना गया है।",48.58689386770627,"गवर्नमेंट मेडिकल कॉलेज एंड हॉस्पिटल (जीएमसीएच), सेक्टर 32 ईएनटी विभाग के प्रमुख, नेशनल एकेडमी ऑफ मेडिकल साइंसेज नई दिल्ली के प्रोफेसर अर्जुन दास को फेलोशिप के लिए चुना गया है।",78.84343492095427,52.31972476372128,31,21-35
Due to this the number of cases of code violation have declined.,इससे इसके उल्लंघन के मामलों में भी कमी आ रही है।,इस कारण कोड उल्लंघन के मामलों की संख्या कम हुई है.,43.92471051707697,इसके कारण कोड उल्लंघन के मामलों की संख्या में कमी आई है।,48.889430701925235,इस कारण कोड उल्लंघन के मामलों की संख्या कम हो गई है।,44.55259669294674,इससे आचार संहिता उल्लंघन के मामलों में गिरावट आयी है.,49.39522815749067,46.6904915173599,12,11-20
"By silencing the media, politicians know they can do whatever they like with impunity.",मीडिया का मुह बंद करने के द्वारा राजनेता जानते हैं कि वे अपनी मनमानी कर सकते हैं।,"मीडिया का विरोध करने के द्वारा, राजनीतिज्ञ जानते हैं कि वे जो कुछ भी कर सकते हैं वह दण्ड के साथ किया जा सकता है.",46.9756326927973,मीडिया को चुप कराने से राजनेता जानते हैं कि वे जो चाहें कर सकते हैं।,53.53871809865835,"मीडिया को चुप करके, राजनीतिज्ञ जानते हैं कि वे impunity के साथ जो भी कर सकते हैं।",47.81610849210739,"मीडिया को चुप कराने से, राजनेता जानते हैं कि वे जो चाहें कर सकते हैं।",53.70003904945717,50.50762458325505,14,11-20
They had searched frantically for their missing dog and posted appeals on social networking sites after she had ran into the quarry following the minor accident.,"एक छोटी दुर्घटना के बाद उसके भाग जाने के पश्चात उन्होंने अपने खोये हुए कुत्ते के लिए पागलों की तरह खोज की थी, तथा सोशल नेटवर्किंग साइट्स पर अपील पोस्ट की हुई थी।",उन्होंने अपने लापता कुत्ते की खोज की थी और जब वह छोटी - सी दुर्घटना में भाग गयी तब सोशल नेटवर्क साइटों पर उन्हें आकर्षित किया था ।,39.61379723985819,उन्होंने अपने गुमशुदा कुत्ते की बेसब्री से तलाश की थी और छोटी दुर्घटना के बाद वह चट्टान में भागने के बाद सोशल नेटवर्किंग साइट्स पर अपीलें पोस्ट की थीं।,56.86219704486556,"वे अपने गायब कुत्ते के लिए भयभीत रूप से खोज कर रहे थे और सामाजिक नेटवर्किंग साइटों पर अपीलें डाली थीं, जबकि वह छोटी दुर्घटना के बाद खनन में फंस गई थी।",45.89542033385357,उन्होंने अपने लापता कुत्ते की बहुत तलाश की थी और एक मामूली दुर्घटना के बाद खदान में भाग जाने के बाद सोशल नेटवर्किंग साइटों पर अपील पोस्ट की थी।,56.54175175398015,49.72829159313937,26,21-35
"For two weeks, there have been almost daily reports of clashes between government forces and Renamo, some of the worst skirmishes since a peace deal more than 20 years ago.","दो हफ्तों के लिए सरकारी फौजों तथा रे नमो के बीच संघर्ष लगभग प्रतिदिन रिपोर्ट किया गया है,एक शांति समझौते के 20 से अधिक साल पहले बाद से.",दो हफ्ते से लेकर आज तक सरकार और रनामो के बीच लगभग झगड़े हुए हैं ।,12.807733616907026,"दो सप्ताह से, सरकारी बलों और रेनामो के बीच झड़पों की लगभग दैनिक रिपोर्टें आ रही हैं, 20 से अधिक वर्षों से शांति समझौते के बाद से कुछ सबसे खराब झड़पें।",41.497612625698295,"दो हफ्तों से सरकार के बलों और रेनामो के बीच झगड़े के बारे में लगभग दैनिक रिपोर्टें मिलती रही हैं, जो बीस साल से अधिक पहले शांति समझौते के बाद हुए कुछ सबसे बदतर झगड़े हैं।",38.90806773542204,"दो सप्ताह से, सरकारी बलों और रेनामो के बीच झड़पों की लगभग दैनिक रिपोर्टें आ रही हैं, जो 20 साल से भी अधिक समय पहले हुए शांति समझौते के बाद से सबसे खराब झड़पों में से कुछ हैं।",36.701021804475225,32.478608945625645,30,21-35
"In tests, vaccinated mice who were subsequently given nicotine continued with their normal activity.","परीक्षण में, वैक्सीन दिये गये चूहे जिन्हें कि बाद में निकोटीन दिया गया, वे अपनी सामान्य क्रियाकलाप करते रहे।","फिर भी, कुछ ही समय बाद, उसे बिना खमीर के निकाला जाता था ।",3.296677205451081,"परीक्षणों में, टीका लगाए गए चूहे जिन्हें बाद में निकोटीन दिया गया, उन्होंने अपनी सामान्य गतिविधि जारी रखी।",57.02186827664541,"परीक्षणों में, जो टीकाकृत चूहों को बाद में निकोटिन दिया गया था, उनका सामान्य क्रियाकलाप जारी रहा.",50.068956752814806,"परीक्षणों में, टीका लगाए गए चूहे जिन्हें बाद में निकोटीन दिया गया, उनकी सामान्य गतिविधि जारी रही।",52.46191804212857,40.71235506925997,14,11-20
Foreign athletes will perform gymnastics.,विदेशी कलाकार जिम्नास्टिक का प्रदर्शन करेंगे।,विदेश के खिलाड़ी खेल - कूद का काम करेंगे ।,29.82108706493638,विदेशी एथलीट जिम्नास्टिक करेंगे।,50.362049232680235,विदेशी खेलकूदियों ने जिम्मेंस्टिक्स का प्रदर्शन किया होगा।,43.18802508293348,विदेशी एथलीट जिम्नास्टिक का प्रदर्शन करेंगे.,78.3748513563039,50.4365031842135,5,1-5
But more likely it would be used by smokers to quit.,लेकिन संभवतः इसका प्रयोग धूम्रपान करने वाले व्यक्तियों द्वारा धूम्रपान छोड़ने के लिए प्रयोग किया जायेगा।,लेकिन शायद धूम्रपान करने के लिए इसे छोड़ने के द्वारा ज़्यादा इस्तेमाल किया जाए ।,39.746401149519585,लेकिन अधिक संभावना है कि धूम्रपान छोड़ने के लिए धूम्रपान करने वालों द्वारा इसका उपयोग किया जाएगा।,61.58413913682838,लेकिन धूम्रपान करने वालों द्वारा इसे छोड़ने के लिए अधिक संभव है।,36.076908834220035,लेकिन अधिक संभावना यह है कि धूम्रपान करने वाले इसका उपयोग छोड़ने के लिए करेंगे।,38.64334779138618,44.01269922798855,11,11-20
"However, in this regard, when the Kashmir IGP, Abdul Gani Meer, was contacted he denied any knowledge of the issue and said that it was a sensitive issue.","अलबत्ता, इस संदर्भ में जब कश्मीर के आइजीपी अब्दुल गनी मीर से संपर्क किया गया तो उन्होंने इस मामले की जानकारी से इन्कार करते हुए कहा कि यह संवेदनशील मामला है।","फिर भी, इस मामले में, जब हायरमीर इग्नी मेर, तिस्टनी मेर से संपर्क किया गया, उसने वाद - विषय के बारे में किसी भी ज्ञान से इनकार कर दिया और कहा कि यह एक संवेदनशील वाद - विषय था ।",38.62112141634464,"हालांकि, इस संबंध में जब कश्मीर के आईजीपी अब्दुल गनी मीर से संपर्क किया गया तो उन्होंने इस मुद्दे के बारे में किसी भी जानकारी से इनकार करते हुए कहा कि यह एक संवेदनशील मुद्दा है।",70.08195345838924,"तथापि, इस संबंध में जब कश्मीर के आईजीपी अब्दुल गनी मीर से संपर्क किया गया तो उन्होंने इस मुद्दे के बारे में कोई जानकारी नहीं दी और कहा कि यह एक संवेदनशील विषय है।",65.40869662004316,"हालांकि, इस संबंध में जब कश्मीर के आईजीपी अब्दुल गनी मीर से संपर्क किया गया तो उन्होंने इस मामले की जानकारी होने से इनकार किया और कहा कि यह एक संवेदनशील मुद्दा है.",72.88204698003473,61.74845461870294,28,21-35
"The departmental officials said that the students enrolled in 2012 have completed one year, so taking legal advice is necessary.","विभागीय अधिकारियों का कहना है कि वर्ष 2012 में प्रवेश लेने वाले छात्रों को एक साल हो चुका है, इसीलिए इस मामले में कानूनी सलाह लेना जरूरी है।","विभाग के अधिकारियों ने कहा कि सन्‌ 2012 में विद्यार्थियों ने एक साल पूरे कर लिए हैं, इसलिए कानूनी सलाह लेना ज़रूरी है ।",43.02808540547712,"विभाग के अधिकारियों ने कहा कि 2012 में दाखिला लेने वाले छात्रों ने एक वर्ष पूरा कर लिया है, इसलिए कानूनी सलाह लेना आवश्यक है।",52.29931122839005,"विभागीय अधिकारियों ने कहा कि 2012 में नामांकित विद्यार्थियों ने एक वर्ष पूरा कर लिया है, इसलिए कानूनी सलाह लेना आवश्यक है।",45.470124551853104,"विभागीय अधिकारियों ने बताया कि 2012 में नामांकित छात्रों को एक वर्ष पूरा हो चुका है, इसलिए कानूनी सलाह लेना जरूरी है.",60.17441444734848,50.24298390826719,20,11-20
Chief Minister Nitish Kumar has accused the BJP of spoiling the atmosphere.,राज्य के मुख्यमंत्री नीतीश कुमार का आरोप है कि बीजेपी माहौल को बिगाड़ने में लगी है।,मुख्य मंत्री नीत कुमार ने वायुमंडल को लूटने पर आरोप लगाया है.,33.57218883365872,मुख्यमंत्री नीतीश कुमार ने भाजपा पर माहौल बिगाड़ने का आरोप लगाया है।,55.056612381438185,मुख्यमंत्री नितीश कुमार ने भाजपा को वातावरण को खराब करने का आरोप लगाया है।,40.56968808968959,मुख्यमंत्री नीतीश कुमार ने बीजेपी पर माहौल खराब करने का आरोप लगाया है.,52.58242318568935,45.445228122618964,12,11-20
"Since Scotland isn't in the Schengen area now, continued non-compliance would be a cheap concession for Brussels to offer up in return for whatever it really wanted out of the Scots.","चूंकि अब स्कॉटलैंड शेंगेन क्षेत्र नहीं है, इसलिए ब्रसेल्स वास्तव में स्कॉटलैंड से जो भी चाहता है, उसे प्राप्त करने के बदले में सतत गैर-अनुपालन ब्रसेल्स के लिए सस्ती छूट होगी।","क्योंकि स्कॉट स्केगन क्षेत्र में अब नहीं है, जारी गैर-वरशासितता के लिए एक भारी छूट होगी... ... वापस लौटने के लिए जो कुछ भी यह वास्तव में स्क्रैच्स से बाहर चाहता था.",38.84185553920808,"चूंकि स्कॉटलैंड अब शेंगेन क्षेत्र में नहीं है, इसलिए अनुपालन की निरंतरता ब्रसेल्स के लिए स्कॉट्स से जो कुछ भी वह वास्तव में चाहता था उसके बदले में पेशकश करने के लिए एक सस्ती छूट होगी।",64.41156505793829,"चूंकि स्कॉटलैंड अब schengen क्षेत्र में नहीं है, इसलिए अनुपालन की निरंतर अवहेलना ब्रुसेल्स के लिए सस्ता रियायत होगी, जो वह स्कॉटलैंड से जो कुछ चाहता है उसके बदले में दे सकता है।",55.461589299065814,"चूंकि स्कॉटलैंड अब शेंगेन क्षेत्र में नहीं है, इसलिए निरंतर गैर-अनुपालन ब्रुसेल्स के लिए एक सस्ती रियायत होगी जो वह वास्तव में स्कॉट्स से जो कुछ भी चाहता है उसके बदले में पेशकश कर सकता है।",62.43100220322769,55.28650302485997,31,21-35
